Date,Min gal,Max gal.,Type,Receiving Water,Location
02.16.16,1000,10000,CSO,Pine St Barge Canal,Burlington
02.24.16,1000,10000,CSO,Pine St Barge Canal,Burlington
02.25.16,10000,100000,CSO,Pine St Barge Canal,Burlington
 03.30.16,100,1000,Discharged untreated sewage,Pine St Barge Canal,Burlington
05.12.16,150,175,fuel,North Brook,Burlington
06.05.16,1000,10000,CSO,Pine St Barge Canal,Burlington
07.14.16,1000,10000,CSO,Pine St Barge Canal,Burlington
07.14.16,100,1000,CSO,Intervale wetlands,Burlington
06.09.16,1,1,fire suppressant foam,Lake Champlain,Burlington
9.11.16,"1,000","10,000",CSO,Pine St Barge Canal,Burlington
 2.25.16,1000,10000,CSO,Winooski river,Montpelier
 2.25.16,1000,10000,CSO,Winooski river,Montpelier
 2.25.16,1000,10000,CSO,Winooski river,Montpelier
 2.25.16,1000,10000,CSO,Winooski river,Montpelier
06.07.16,1,1,sewage,Winooski river,Montpelier
8.13.16,10000,100000,CSO,Winooski river,Montpelier
8.13.17,10000,100000,CSO,Winooski river,Montpelier
8.13.18,10000,100000,CSO,Winooski river,Montpelier
8.13.19,10000,100000,CSO,Winooski river,Montpelier
8.17.16,100,"1,000",CSO,Winooski river,Montpelier
8.17.16,100,"1,000",CSO,Winooski river,Montpelier
8.17.16,100,"1,000",CSO,Winooski river,Montpelier
8.17.16,100,"1,000",CSO,Winooski river,Montpelier
8.17.16,100,"1,000",CSO,Winooski river,Montpelier
8.17.16,100,"1,000",CSO,Winooski river,Montpelier
9.07.16,1,1,sewage,Winooski river,Montpelier
02.04.16 ,1000,10000,Discharged untreated sewage,Castleton River,Fair Haven
02.11.16,100,1000,Discharged untreated sewage,Castleton River,Fair Haven
04.08.16,100000,100000,"Discharged treated, undisenfected sewage",Castleton River,Fair Haven
07.05.16,1,1,sewage,trib. To Poultney,Fair Haven
8.30.16,1,1,sewage,Castleton River,Fair Haven
1.25.16 ,1000,10000,Discharged untreated sewage,Winooski River,Winooski
5.23.16,100,1000,Discharged untreated sewage,Winooski River,Winooski
2.25.16,100,1000,CSO,Otter Creek,Middlebury
2.25.16,1000,10000,CSO,Otter Creek,Middlebury
0 1.12.16,590000,590000,Failure of Dechlorination System undisinfected sewage,Stevens Branch,Barre City
08.01.16,1,1,sewage,Edgewood Brook,Barre City
08.01.16,1,1,sewage,Edgewood Brook,Barre City
08.01.16,1,1,sewage,Edgewood Brook,Barre City
08.01.16,1,1,sewage,Gunner's Brook,Barre City
 1.5.16,9000,9000,Discharged untreated sewage,Stevens Branch,Private
2.24.16,100,1000,CSO,Stevens Brook,St Albans City
6.22.16,10000,100000,"Discharged partially treated, undisinfected sewage",Stevens Brook,St Albans City
8.21.16,"100,000","500,000",CSO,Stevens Brook,St Albans City
8.28.16,"100,000","500,000",CSO,Stevens Brook,St Albans City
8.31.16,"100,000","500,000",CSO,Stevens Brook,St Albans City
2.26.16,183000,183000,Discharged treated and undisinfected sewage,Lamoille River,Hardwick
2.26.17,234300,234300,Discharged untreated sewage,Lamoille River,Hardwick
4.10.16,100,1000,"Discharged, Untreated sewage",Laplatte River,Shelburne
7.20.16,10000,100000,"Discharged, treated, undisinfected sewage",Shelburne Bay,Shelburne
7.29.16,100,1000,unstated,LaPlatte River,Shelburne
9.8.16,"10,000","100,000","Treated, partially disinfected sewage",Shelburne Bay,Shelburne
7.01.16,100,1000,CSO,Dog River,Northfield
7.18.16,100,1000,CSO,Dog River,Northfield
8.12.16,100,1000,CSO,Dog River,Northfield
05.20.16,25,40,tar,wetland,Orange
07.01.16,1,1,sewage,tributary to Neshobe,Brandon
07.01.16,1,1,sewage,tributary to Neshobe,Brandon
07.26.16,1,1,red coloring substance,Godin Brook,Berkshire
07.26.16,1,1,sewage,Poultney River,Poultney
08.22.16,1,1,sewage,Flower Brook,Pawlett
08.22.16,1,1,sewage,trib Otter Creek,Proctor
11.03.16,1,1,sewage or agricultural runoff,Sodom Pond Brook,East Montpelier
12.24.15,"1,000","10,000",CSO,East Creek,Rutland
12.22.15,"10,000","100,000",CSO,East Creek,Rutland
11.19.15,"10,000","100,000",CSO,East Creek,Rutland
10.29.15,"10,000","100,000",CSO,East Creek,Rutland
10.29.15,"10,000","100,000",CSO,East Creek,Rutland
10.09.15,"10,000","100,000",CSO,East Creek,Rutland
09.30.15,"10,000","100,000",CSO,Otter Creek ,Rutland
09.30.15,"10,000","100,000",CSO,East Creek,Rutland
09.30.15,"100,000","500,000",CSO,East Creek,Rutland
09.30.15,"100,000","500,000",CSO,Otter Creek ,Rutland
09.30.15,"100,000","500,000",CSO,East Creek,Rutland
09.30.15,"100,000","500,000",CSO,East Creek,Rutland
09.30.15,"100,000","500,000",CSO,East Creek,Rutland
09.30.15,"10,000","100,000",CSO,East Creek,Rutland
09.30.15,"10,000","100,000",CSO,East Creek,Rutland
09.13.15,"500,000","1,000,000",CSO,Otter Creek and East Creek,Rutland
09.13.15,100,"1,000",CSO,East Creek,Rutland
07.30.15,"1,000","10,000",CSO,Otter Creek,Rutland
07.21.15,"1,000","10,000",CSO,East Creek,Rutland
07.20.15,"1,000","10,000",CSO,East Creek,Rutland
06.28.15,"10,000","100,000",CSO,East Creek,Rutland
06.21.15,"1,000","10,000",CSO,East Creek,Rutland
06.16.15,100,"1,000",CSO,East Creek,Rutland
06.06.15,500,500,CSO,East Creek,Rutland
06.01.15,100,"1,000",CSO,East Creek,Rutland
05.30.15,100,"1,000",CSO,Otter Creek,Rutland
05.30.15,100,"1,000",CSO,East Creek,Rutland
08.07.15,"1,000","10,000",Discharged untreated sewage,East Creek,Rutland
08.03.15,"100,000","100,000",Discharged untreated sewage,East Creek,Rutland
10.29.15,"404,400","404,400",CSO,Otter Creek ,Vergennes
09.30.15,"39,900","39,900",CSO,Otter Creek ,Vergennes
08.04.15,"48,600","48,600",CSO,Potash Brook & Otter Creek,Vergennes
07.01.15,"752,00","752,00",CSO,Potash Brook & Otter Creek,Vergennes
06.23.15,"262,000","262,000",CSO,Potash Brook & Otter Creek,Vergennes
06.19.15,"24,000","24,000",CSO,Potash Brook & Otter Creek,Vergennes
06.16.15,"1,280","1,280",CSO,Potash Brook & Otter Creek,Vergennes
06.09-15,"189,600","189,600",CSO,Potash Brook & Otter Creek,Vergennes
05.30.15,"237,280","237,280",CSO,Potash Brook & Otter Creek,Vergennes
09.27.15,"110,000","110,000",Discharged treated and undisinfected effluent,Otter Creek ,Vergennes
09.30.15,"10,000","100,000",CSO,Winooski River,City of Montpelier
09.30.15,"10,000","100,000",CSO,Winooski River,City of Montpelier
09.30.15,"10,000","100,000",CSO,Winooski River,City of Montpelier
09.30.15,"10,000","100,000",CSO,Winooski River,City of Montpelier
08.11.15,150,150,CSO,Wetlands contiguous w/ Winooski River,Burlington
06.12.15,126,126,CSO,Wetlands contiguous w/ Winooski River,Burlington
05.11.15,126,126,CSO,Wetlands contiguous w/ Winooski River,Burlington
05.11.15,30,30,CSO,Winooski River,Burlington
10.29.15,"1,000","10,000",Discharged untreated sewage,Barge Canal,Burlington
09.29.15,1092,1092,Discharged untreated sewage,Barge Canal,Burlington
09.13.15,100,"1,000",Discharged untreated sewage,Barge Canal,Burlington
09.02.15,210/day,210/day,Discharged untreated sewage,Lake Champlain,Burlington
08.31.15,"3,000","3,000",Discharged untreated sewage,Englesby Brook,Burlington
08.11.15,1167,1167,Discharged untreated sewage,Barge Canal,Burlington
07.30.15,1500,1500,CSO,Dog River,Northfield
07.20.15,100,"1,000",CSO,Dog River,Northfield
06.01.15,500,500,CSO,Dog River,Northfield
06.23.15,34,34,CSO,Otter Creek,Middlebury
06.21.15,7,7,CSO,Otter Creek,Middlebury
06.09.15,12,12,CSO,Otter Creek,Middlebury
05.12.15,94,94,CSO,Otter Creek,Middlebury
06.22.15,"333,600","333,600",CSO,North Branch Stevens Brook,St. Albans
06.12.15,"1,000","10,000",CSO,Stevens Brook,St. Albans
06.09.15,"1,000","10,000",CSO,Stevens Brook,St. Albans
09.27.15,"8,000","8,000",Discharged treated and undisinfected effluent,Stevens Branch,Barre
08.14.15,"173,000","173,000",Untreated industrial process wastewater,Missisquoi River,Sheldon Springs
08.05.15,"100,000","500,000",Discharged treated and undisinfected effluent,Otter Creek,Brandon
07.29.15,"95,000","95,000",Discharged untreated sewage,Macabe's Brook,Shelburne
